Designator,Mid X,Mid Y,Rotation,Layer
GENBLK2[3].GENBLK1[1].R2.N2,89.0,-79.0,180.0,top
GENBLK2[3].GENBLK1[1].R2.P1,87.0,-81.0,0.0,top
GENBLK2[3].GENBLK1[1].R2.P2,89.0,-81.0,0.0,top
GENBLK2[3].GENBLK1[2].D.DECAP.C,81.55,-84.0,90.0,top
GENBLK2[3].GENBLK1[2].D.L,80.65,-83.0,90.0,top
GENBLK2[3].GENBLK1[2].D.R,80.65,-85.0,270.0,top
GENBLK2[3].GENBLK1[2].L.NOT1.N1,71.0,-85.0,0.0,top
GENBLK2[3].GENBLK1[2].L.NOT1.N2,73.0,-85.0,0.0,top
GENBLK2[3].GENBLK1[2].L.NOT1.P1,71.0,-83.0,180.0,top
GENBLK2[3].GENBLK1[2].L.NOT1.P2,73.0,-83.0,180.0,top
GENBLK2[3].GENBLK1[2].L.NOT2.N1,79.0,-85.0,0.0,top
GENBLK2[3].GENBLK1[2].L.NOT2.P1,79.0,-83.0,180.0,top
GENBLK2[3].GENBLK1[2].L.NOT3.N1,77.0,-85.0,0.0,top
GENBLK2[3].GENBLK1[2].L.NOT3.N2,75.0,-85.0,0.0,top
GENBLK2[3].GENBLK1[2].L.NOT3.P1,77.0,-83.0,180.0,top
GENBLK2[3].GENBLK1[2].L.NOT3.P2,75.0,-83.0,180.0,top
GENBLK2[3].GENBLK1[2].R1.N1,83.0,-85.0,0.0,top
GENBLK2[3].GENBLK1[2].R1.N2,85.0,-85.0,0.0,top
GENBLK2[3].GENBLK1[2].R1.P1,83.0,-83.0,180.0,top
GENBLK2[3].GENBLK1[2].R1.P2,85.0,-83.0,180.0,top
GENBLK2[3].GENBLK1[2].R2.N1,87.0,-85.0,0.0,top
GENBLK2[3].GENBLK1[2].R2.N2,89.0,-85.0,0.0,top
GENBLK2[3].GENBLK1[2].R2.P1,87.0,-83.0,180.0,top
GENBLK2[3].GENBLK1[2].R2.P2,89.0,-83.0,180.0,top
GENBLK2[3].GENBLK1[3].D.DECAP.C,81.55,-88.0,90.0,top
GENBLK2[3].GENBLK1[3].D.L,80.65,-87.0,90.0,top
GENBLK2[3].GENBLK1[3].D.R,80.65,-89.0,270.0,top
GENBLK2[3].GENBLK1[3].L.NOT1.N1,71.0,-87.0,180.0,top
GENBLK2[3].GENBLK1[3].L.NOT1.N2,73.0,-87.0,180.0,top
GENBLK2[3].GENBLK1[3].L.NOT1.P1,71.0,-89.0,0.0,top
GENBLK2[3].GENBLK1[3].L.NOT1.P2,73.0,-89.0,0.0,top
GENBLK2[3].GENBLK1[3].L.NOT2.N1,79.0,-87.0,180.0,top
GENBLK2[3].GENBLK1[3].L.NOT2.P1,79.0,-89.0,0.0,top
GENBLK2[3].GENBLK1[3].L.NOT3.N1,77.0,-87.0,180.0,top
GENBLK2[3].GENBLK1[3].L.NOT3.N2,75.0,-87.0,180.0,top
GENBLK2[3].GENBLK1[3].L.NOT3.P1,77.0,-89.0,0.0,top
GENBLK2[3].GENBLK1[3].L.NOT3.P2,75.0,-89.0,0.0,top
GENBLK2[3].GENBLK1[3].R1.N1,83.0,-87.0,180.0,top
GENBLK2[3].GENBLK1[3].R1.N2,85.0,-87.0,180.0,top
GENBLK2[3].GENBLK1[3].R1.P1,83.0,-89.0,0.0,top
GENBLK2[3].GENBLK1[3].R1.P2,85.0,-89.0,0.0,top
GENBLK2[3].GENBLK1[3].R2.N1,87.0,-87.0,180.0,top
GENBLK2[3].GENBLK1[3].R2.N2,89.0,-87.0,180.0,top
GENBLK2[3].GENBLK1[3].R2.P1,87.0,-89.0,0.0,top
GENBLK2[3].GENBLK1[3].R2.P2,89.0,-89.0,0.0,top
J1,50.0,-48.73,90.0,top
J2,50.0,-66.73,90.0,top
J3,50.0,-96.73,90.0,top
JN0,50.0,-33.16,90.0,top
JND,50.0,-20.08,90.0,top
JNG,50.0,-22.62,90.0,top
JNS,50.0,-30.62,90.0,top
JP1,50.0,-4.46,90.0,top
JPD,50.0,-17.54,90.0,top
JPG,50.0,-15.0,90.0,top
JPS,50.0,-7.0,90.0,top
JSUPPLY1,5.0,-11.27,0.0,top
JSUPPLY2,95.0,-11.27,0.0,top
JSUPPLY3,5.0,-91.27,180.0,top
JSUPPLY4,95.0,-91.27,180.0,top
NAND2_1.N1,21.0,-41.0,0.0,top
NAND2_1.N2,23.0,-41.0,0.0,top
NAND2_1.P1,21.0,-39.0,180.0,top
NAND2_1.P2,23.0,-39.0,180.0,top
NAND2_2.N1,25.0,-41.0,0.0,top
NAND2_2.N2,27.0,-41.0,0.0,top
NAND2_2.P1,25.0,-39.0,180.0,top
NAND2_2.P2,27.0,-39.0,180.0,top
NAND2_3.N1,30.0,-41.0,0.0,top
NAND2_3.N2,32.0,-41.0,0.0,top
NAND2_3.P1,30.0,-39.0,180.0,top
NAND2_3.P2,32.0,-39.0,180.0,top
NAND2_4.N1,34.0,-41.0,0.0,top
NAND2_4.N2,36.0,-41.0,0.0,top
NAND2_4.P1,34.0,-39.0,180.0,top
NAND2_4.P2,36.0,-39.0,180.0,top
NAND3_1.N1,57.0,-41.0,0.0,top
NAND3_1.N2,59.0,-41.0,0.0,top
NAND3_1.N3,61.0,-41.0,0.0,top
NAND3_1.P1,57.0,-39.0,180.0,top
NAND3_1.P2,59.0,-39.0,180.0,top
NAND3_1.P3,61.0,-39.0,180.0,top
NAND3_2.N1,63.0,-41.0,0.0,top
NAND3_2.N2,65.0,-41.0,0.0,top
NAND3_2.N3,67.0,-41.0,0.0,top
NAND3_2.P1,63.0,-39.0,180.0,top
NAND3_2.P2,65.0,-39.0,180.0,top
NAND3_2.P3,67.0,-39.0,180.0,top
NAND4_1.N1,83.0,-41.0,0.0,top
NAND4_1.N2,85.0,-41.0,0.0,top
NAND4_1.N3,87.0,-41.0,0.0,top
NAND4_1.N4,89.0,-41.0,0.0,top
NAND4_1.P1,83.0,-39.0,180.0,top
NAND4_1.P2,85.0,-39.0,180.0,top
NAND4_1.P3,87.0,-39.0,180.0,top
NAND4_1.P4,89.0,-39.0,180.0,top
NOR2_1.N1,39.0,-41.0,0.0,top
NOR2_1.N2,41.0,-41.0,0.0,top
NOR2_1.P1,39.0,-39.0,180.0,top
NOR2_1.P2,41.0,-39.0,180.0,top
NOR2_2.N1,43.0,-41.0,0.0,top
NOR2_2.N2,45.0,-41.0,0.0,top
NOR2_2.P1,43.0,-39.0,180.0,top
NOR2_2.P2,45.0,-39.0,180.0,top
NOR2_3.N1,48.0,-41.0,0.0,top
NOR2_3.N2,50.0,-41.0,0.0,top
NOR2_3.P1,48.0,-39.0,180.0,top
NOR2_3.P2,50.0,-39.0,180.0,top
NOR2_4.N1,52.0,-41.0,0.0,top
NOR2_4.N2,54.0,-41.0,0.0,top
NOR2_4.P1,52.0,-39.0,180.0,top
NOR2_4.P2,54.0,-39.0,180.0,top
NOR3_1.N1,70.0,-41.0,0.0,top
NOR3_1.N2,72.0,-41.0,0.0,top
NOR3_1.N3,74.0,-41.0,0.0,top
NOR3_1.P1,70.0,-39.0,180.0,top
NOR3_1.P2,72.0,-39.0,180.0,top
NOR3_1.P3,74.0,-39.0,180.0,top
NOR3_2.N1,76.0,-41.0,0.0,top
NOR3_2.N2,78.0,-41.0,0.0,top
NOR3_2.N3,80.0,-41.0,0.0,top
NOR3_2.P1,76.0,-39.0,180.0,top
NOR3_2.P2,78.0,-39.0,180.0,top
NOR3_2.P3,80.0,-39.0,180.0,top
NOR4_1.N1,81.0,-57.0,180.0,top
NOR4_1.N2,83.0,-57.0,180.0,top
NOR4_1.N3,85.0,-57.0,180.0,top
NOR4_1.N4,87.0,-57.0,180.0,top
NOR4_1.P1,81.0,-59.0,0.0,top
NOR4_1.P2,83.0166,-59.0,0.0,top
NOR4_1.P3,85.0333,-59.0,0.0,top
NOR4_1.P4,87.05,-59.0,0.0,top
NOT_1.N1,12.0,-41.0,0.0,top
NOT_1.P1,12.0,-39.0,180.0,top
NOT_2.N1,14.0,-41.0,0.0,top
NOT_2.P1,14.0,-39.0,180.0,top
NOT_3.N1,16.0,-41.0,0.0,top
NOT_3.P1,16.0,-39.0,180.0,top
NOT_4.N1,18.0,-41.0,0.0,top
NOT_4.P1,18.0,-39.0,180.0,top
OAI211_1.N1,72.0,-57.0,180.0,top
OAI211_1.N2,74.0,-57.0,180.0,top
OAI211_1.N3,76.0,-57.0,180.0,top
OAI211_1.N4,78.0,-57.0,180.0,top
OAI211_1.P1,72.0,-59.0,0.0,top
OAI211_1.P2,74.0,-59.0,0.0,top
OAI211_1.P3,76.0,-59.0,0.0,top
OAI211_1.P4,78.0,-59.0,0.0,top
OAI21_1.N1,38.0,-57.0,180.0,top
OAI21_1.N2,40.0,-57.0,180.0,top
OAI21_1.N3,42.0,-57.0,180.0,top
OAI21_1.P1,38.0,-59.0,0.0,top
OAI21_1.P2,40.0,-59.0,0.0,top
OAI21_1.P3,42.0,-59.0,0.0,top
OAI22_1.N1,54.0,-57.0,180.0,top
OAI22_1.N2,56.0,-57.0,180.0,top
OAI22_1.N3,58.0,-57.0,180.0,top
OAI22_1.N4,60.0,-57.0,180.0,top
OAI22_1.P1,54.0,-59.0,0.0,top
OAI22_1.P2,56.0,-59.0,0.0,top
OAI22_1.P3,58.0,-59.0,0.0,top
OAI22_1.P4,60.0,-59.0,0.0,top
TINV_1.N1,12.0,-57.0,180.0,top
TINV_1.N2,14.0,-57.0,180.0,top
TINV_1.P1,12.0,-59.0,0.0,top
TINV_1.P2,14.0,-59.0,0.0,top
TINV_2.N1,16.0,-57.0,180.0,top
TINV_2.N2,18.0,-57.0,180.0,top
TINV_2.P1,16.0,-59.0,0.0,top
TINV_2.P2,18.0,-59.0,0.0,top
TINV_3.N1,21.0,-57.0,180.0,top
TINV_3.N2,23.0,-57.0,180.0,top
TINV_3.P1,21.0,-59.0,0.0,top
TINV_3.P2,23.0,-59.0,0.0,top
TINV_4.N1,25.0,-57.0,180.0,top
TINV_4.N2,27.0,-57.0,180.0,top
TINV_4.P1,25.0,-59.0,0.0,top
TINV_4.P2,27.0,-59.0,0.0,top
