Designator,Mid X,Mid Y,Rotation,Layer
U_COMP._123_.NOT1.P1,31.0,-63.0,0.0,top
U_COMP._123_.OAI.N1,25.0,-61.0,180.0,top
U_COMP._123_.OAI.N2,27.0,-61.0,180.0,top
U_COMP._123_.OAI.N3,29.0,-61.0,180.0,top
U_COMP._123_.OAI.P1,25.0,-63.0,0.0,top
U_COMP._123_.OAI.P2,27.0,-63.0,0.0,top
U_COMP._123_.OAI.P3,29.0,-63.0,0.0,top
U_COMP._124_.N1,25.0,-45.0,180.0,top
U_COMP._124_.N2,27.0,-45.0,180.0,top
U_COMP._124_.N3,29.0,-45.0,180.0,top
U_COMP._124_.N4,31.0,-45.0,180.0,top
U_COMP._124_.N5,33.0,-45.0,180.0,top
U_COMP._124_.P1,25.0,-47.0,0.0,top
U_COMP._124_.P2,27.0,-47.0,0.0,top
U_COMP._124_.P3,29.0,-47.0,0.0,top
U_COMP._124_.P4,31.0,-47.0,0.0,top
U_COMP._124_.P5,33.0,-47.0,0.0,top
