Designator,Mid X,Mid Y,Rotation,Layer
SH1._246_.P1,26.0,-25.0,0.0,top
SH1._246_.P2,28.0,-25.0,0.0,top
SH1._246_.P3,30.0,-25.0,0.0,top
SH1._246_.P4,32.0,-25.0,0.0,top
SH1._247_.N1,25.0,-13.0,0.0,top
SH1._247_.N2,27.0,-13.0,0.0,top
SH1._247_.N3,29.0,-13.0,0.0,top
SH1._247_.N4,31.0,-13.0,0.0,top
SH1._247_.P1,25.0,-11.0,180.0,top
SH1._247_.P2,27.0,-11.0,180.0,top
SH1._247_.P3,29.0,-11.0,180.0,top
SH1._247_.P4,31.0,-11.0,180.0,top
SH1._248_.N1,17.0,-13.0,0.0,top
SH1._248_.N2,19.0,-13.0,0.0,top
SH1._248_.N3,21.0,-13.0,0.0,top
SH1._248_.N4,23.0,-13.0,0.0,top
SH1._248_.P1,17.0,-11.0,180.0,top
SH1._248_.P2,19.0,-11.0,180.0,top
SH1._248_.P3,21.0,-11.0,180.0,top
SH1._248_.P4,23.0,-11.0,180.0,top
SH1._249_.N1,25.0,-15.0,180.0,top
SH1._249_.N2,27.0,-15.0,180.0,top
SH1._249_.N3,29.0,-15.0,180.0,top
SH1._249_.N4,31.0,-15.0,180.0,top
SH1._249_.P1,25.0,-17.0,0.0,top
SH1._249_.P2,27.0,-17.0,0.0,top
SH1._249_.P3,29.0,-17.0,0.0,top
SH1._249_.P4,31.0,-17.0,0.0,top
SH1._250_.N1,16.0,-15.0,180.0,top
SH1._250_.N2,18.0,-15.0,180.0,top
SH1._250_.N3,20.0,-15.0,180.0,top
SH1._250_.N4,22.0,-15.0,180.0,top
SH1._250_.P1,16.0,-17.0,0.0,top
SH1._250_.P2,18.0,-17.0,0.0,top
SH1._250_.P3,20.0,-17.0,0.0,top
SH1._250_.P4,22.0,-17.0,0.0,top
SH1._251_.N1,16.0,-29.0,0.0,top
SH1._251_.N2,18.0,-29.0,0.0,top
SH1._251_.N3,20.0,-29.0,0.0,top
SH1._251_.N4,22.0,-29.0,0.0,top
SH1._251_.P1,16.0,-27.0,180.0,top
SH1._251_.P2,18.0,-27.0,180.0,top
SH1._251_.P3,20.0,-27.0,180.0,top
SH1._251_.P4,22.0,-27.0,180.0,top
SH1._252_.N1,42.0,-15.0,180.0,top
SH1._252_.N2,44.0,-15.0,180.0,top
SH1._252_.N3,46.0,-15.0,180.0,top
SH1._252_.N4,48.0,-15.0,180.0,top
SH1._252_.P1,42.0,-17.0,0.0,top
SH1._252_.P2,44.0,-17.0,0.0,top
SH1._252_.P3,46.0,-17.0,0.0,top
SH1._252_.P4,48.0,-17.0,0.0,top
SH1._253_.N1,16.0,-23.0,180.0,top
SH1._253_.N2,18.0,-23.0,180.0,top
SH1._253_.N3,20.0,-23.0,180.0,top
SH1._253_.N4,22.0,-23.0,180.0,top
SH1._253_.P1,16.0,-25.0,0.0,top
SH1._253_.P2,18.0,-25.0,0.0,top
SH1._253_.P3,20.0,-25.0,0.0,top
SH1._253_.P4,22.0,-25.0,0.0,top
SH1._254_.N1,16.0,-31.0,180.0,top
SH1._254_.N2,18.0,-31.0,180.0,top
SH1._254_.N3,20.0,-31.0,180.0,top
SH1._254_.N4,22.0,-31.0,180.0,top
SH1._254_.P1,16.0,-33.0,0.0,top
SH1._254_.P2,18.0,-33.0,0.0,top
SH1._254_.P3,20.0,-33.0,0.0,top
SH1._254_.P4,22.0,-33.0,0.0,top
SH1._255_.N1,16.0,-39.0,180.0,top
SH1._255_.N2,18.0,-39.0,180.0,top
SH1._255_.N3,20.0,-39.0,180.0,top
SH1._255_.N4,22.0,-39.0,180.0,top
SH1._255_.P1,16.0,-41.0,0.0,top
SH1._255_.P2,18.0,-41.0,0.0,top
SH1._255_.P3,20.0,-41.0,0.0,top
SH1._255_.P4,22.0,-41.0,0.0,top
SH1._256_.N1,16.0,-47.0,180.0,top
SH1._256_.N2,18.0,-47.0,180.0,top
SH1._256_.N3,20.0,-47.0,180.0,top
SH1._256_.N4,22.0,-47.0,180.0,top
SH1._256_.P1,16.0,-49.0,0.0,top
SH1._256_.P2,18.0,-49.0,0.0,top
SH1._256_.P3,20.0,-49.0,0.0,top
SH1._256_.P4,22.0,-49.0,0.0,top
SH1._257_.N1,25.0,-47.0,180.0,top
SH1._257_.N2,27.0,-47.0,180.0,top
SH1._257_.N3,29.0,-47.0,180.0,top
SH1._257_.N4,31.0,-47.0,180.0,top
SH1._257_.P1,25.0,-49.0,0.0,top
SH1._257_.P2,27.0,-49.0,0.0,top
SH1._257_.P3,29.0,-49.0,0.0,top
SH1._257_.P4,31.0,-49.0,0.0,top
SH1._258_.N1,17.0,-53.0,0.0,top
SH1._258_.N2,19.0,-53.0,0.0,top
SH1._258_.N3,21.0,-53.0,0.0,top
SH1._258_.N4,23.0,-53.0,0.0,top
SH1._258_.P1,17.0,-51.0,180.0,top
SH1._258_.P2,19.0,-51.0,180.0,top
SH1._258_.P3,21.0,-51.0,180.0,top
SH1._258_.P4,23.0,-51.0,180.0,top
SH1._259_.N1,25.0,-53.0,0.0,top
SH1._259_.N2,27.0,-53.0,0.0,top
SH1._259_.N3,29.0,-53.0,0.0,top
SH1._259_.N4,31.0,-53.0,0.0,top
SH1._259_.P1,25.0,-51.0,180.0,top
SH1._259_.P2,27.0,-51.0,180.0,top
SH1._259_.P3,29.0,-51.0,180.0,top
SH1._259_.P4,31.0,-51.0,180.0,top
SH1._260_.N1,16.0,-71.0,180.0,top
SH1._260_.N2,18.0,-71.0,180.0,top
SH1._260_.N3,20.0,-71.0,180.0,top
SH1._260_.N4,22.0,-71.0,180.0,top
SH1._260_.P1,16.0,-73.0,0.0,top
SH1._260_.P2,18.0,-73.0,0.0,top
SH1._260_.P3,20.0,-73.0,0.0,top
SH1._260_.P4,22.0,-73.0,0.0,top
SH1._261_.N1,22.0,-77.0,0.0,top
SH1._261_.N2,24.0,-77.0,0.0,top
SH1._261_.N3,26.0,-77.0,0.0,top
SH1._261_.N4,28.0,-77.0,0.0,top
SH1._261_.P1,22.0,-75.0,180.0,top
SH1._261_.P2,24.0,-75.0,180.0,top
SH1._261_.P3,26.0,-75.0,180.0,top
SH1._261_.P4,28.0,-75.0,180.0,top
SH1._262_.N1,26.0,-71.0,180.0,top
SH1._262_.N2,28.0,-71.0,180.0,top
SH1._262_.N3,30.0,-71.0,180.0,top
SH1._262_.N4,32.0,-71.0,180.0,top
SH1._262_.P1,26.0,-73.0,0.0,top
SH1._262_.P2,28.0,-73.0,0.0,top
SH1._262_.P3,30.0,-73.0,0.0,top
SH1._262_.P4,32.0,-73.0,0.0,top
SH1._263_.N1,42.0,-29.0,0.0,top
SH1._263_.N2,44.0,-29.0,0.0,top
SH1._263_.N3,46.0,-29.0,0.0,top
SH1._263_.N4,48.0,-29.0,0.0,top
SH1._263_.P1,42.0,-27.0,180.0,top
SH1._263_.P2,44.0,-27.0,180.0,top
SH1._263_.P3,46.0,-27.0,180.0,top
SH1._263_.P4,48.0,-27.0,180.0,top
SH1._264_.N1,34.0,-79.0,180.0,top
SH1._264_.N2,36.0,-79.0,180.0,top
SH1._264_.N3,38.0,-79.0,180.0,top
SH1._264_.N4,40.0,-79.0,180.0,top
SH1._264_.P1,34.0,-81.0,0.0,top
SH1._264_.P2,36.0,-81.0,0.0,top
SH1._264_.P3,38.0,-81.0,0.0,top
SH1._264_.P4,40.0,-81.0,0.0,top
SH1._265_.N1,26.0,-79.0,180.0,top
SH1._265_.N2,28.0,-79.0,180.0,top
SH1._265_.N3,30.0,-79.0,180.0,top
SH1._265_.N4,32.0,-79.0,180.0,top
SH1._265_.P1,26.0,-81.0,0.0,top
SH1._265_.P2,28.0,-81.0,0.0,top
SH1._265_.P3,30.0,-81.0,0.0,top
SH1._265_.P4,32.0,-81.0,0.0,top
SH1._266_.N1,34.0,-93.0,0.0,top
SH1._266_.N2,36.0,-93.0,0.0,top
SH1._266_.N3,38.0,-93.0,0.0,top
SH1._266_.N4,40.0,-93.0,0.0,top
SH1._266_.P1,34.0,-91.0,180.0,top
SH1._266_.P2,36.0,-91.0,180.0,top
SH1._266_.P3,38.0,-91.0,180.0,top
SH1._266_.P4,40.0,-91.0,180.0,top
SH1._267_.N1,34.0,-85.0,0.0,top
SH1._267_.N2,36.0,-85.0,0.0,top
SH1._267_.N3,38.0,-85.0,0.0,top
SH1._267_.N4,40.0,-85.0,0.0,top
SH1._267_.P1,34.0,-83.0,180.0,top
SH1._267_.P2,36.0,-83.0,180.0,top
SH1._267_.P3,38.0,-83.0,180.0,top
SH1._267_.P4,40.0,-83.0,180.0,top
SH1._268_.N1,42.0,-93.0,0.0,top
SH1._268_.N2,44.0,-93.0,0.0,top
SH1._268_.N3,46.0,-93.0,0.0,top
SH1._268_.N4,48.0,-93.0,0.0,top
SH1._268_.P1,42.0,-91.0,180.0,top
SH1._268_.P2,44.0,-91.0,180.0,top
SH1._268_.P3,46.0,-91.0,180.0,top
SH1._268_.P4,48.0,-91.0,180.0,top
SH1._269_.N1,42.0,-85.0,0.0,top
SH1._269_.N2,44.0,-85.0,0.0,top
SH1._269_.N3,46.0,-85.0,0.0,top
SH1._269_.N4,48.0,-85.0,0.0,top
SH1._269_.P1,42.0,-83.0,180.0,top
SH1._269_.P2,44.0,-83.0,180.0,top
SH1._269_.P3,46.0,-83.0,180.0,top
SH1._269_.P4,48.0,-83.0,180.0,top
SH1._270_.N1,42.0,-87.0,180.0,top
SH1._270_.N2,44.0,-87.0,180.0,top
SH1._270_.N3,46.0,-87.0,180.0,top
SH1._270_.N4,48.0,-87.0,180.0,top
SH1._270_.P1,42.0,-89.0,0.0,top
SH1._270_.P2,44.0,-89.0,0.0,top
SH1._270_.P3,46.0,-89.0,0.0,top
SH1._270_.P4,48.0,-89.0,0.0,top
SH1._271_.N1,42.0,-79.0,180.0,top
SH1._271_.N2,44.0,-79.0,180.0,top
SH1._271_.N3,46.0,-79.0,180.0,top
SH1._271_.N4,48.0,-79.0,180.0,top
SH1._271_.P1,42.0,-81.0,0.0,top
SH1._271_.P2,44.0,-81.0,0.0,top
SH1._271_.P3,46.0,-81.0,0.0,top
SH1._271_.P4,48.0,-81.0,0.0,top
SH1._272_.N1,42.0,-77.0,0.0,top
SH1._272_.N2,44.0,-77.0,0.0,top
SH1._272_.N3,46.0,-77.0,0.0,top
SH1._272_.N4,48.0,-77.0,0.0,top
SH1._272_.P1,42.0,-75.0,180.0,top
SH1._272_.P2,44.0,-75.0,180.0,top
SH1._272_.P3,46.0,-75.0,180.0,top
SH1._272_.P4,48.0,-75.0,180.0,top
SH1._273_.N1,42.0,-69.0,0.0,top
SH1._273_.N2,44.0,-69.0,0.0,top
SH1._273_.N3,46.0,-69.0,0.0,top
SH1._273_.N4,48.0,-69.0,0.0,top
SH1._273_.P1,42.0,-67.0,180.0,top
SH1._273_.P2,44.0,-67.0,180.0,top
SH1._273_.P3,46.0,-67.0,180.0,top
SH1._273_.P4,48.0,-67.0,180.0,top
SH1._274_.N1,42.0,-13.0,0.0,top
SH1._274_.N2,44.0,-13.0,0.0,top
SH1._274_.N3,46.0,-13.0,0.0,top
SH1._274_.N4,48.0,-13.0,0.0,top
SH1._274_.P1,42.0,-11.0,180.0,top
SH1._274_.P2,44.0,-11.0,180.0,top
SH1._274_.P3,46.0,-11.0,180.0,top
SH1._274_.P4,48.0,-11.0,180.0,top
SH1._275_.N1,42.0,-71.0,180.0,top
SH1._275_.N2,44.0,-71.0,180.0,top
SH1._275_.N3,46.0,-71.0,180.0,top
SH1._275_.N4,48.0,-71.0,180.0,top
SH1._275_.P1,42.0,-73.0,0.0,top
SH1._275_.P2,44.0,-73.0,0.0,top
SH1._275_.P3,46.0,-73.0,0.0,top
SH1._275_.P4,48.0,-73.0,0.0,top
SH1._276_.N1,42.0,-63.0,180.0,top
SH1._276_.N2,44.0,-63.0,180.0,top
SH1._276_.N3,46.0,-63.0,180.0,top
SH1._276_.N4,48.0,-63.0,180.0,top
SH1._276_.P1,42.0,-65.0,0.0,top
SH1._276_.P2,44.0,-65.0,0.0,top
SH1._276_.P3,46.0,-65.0,0.0,top
SH1._276_.P4,48.0,-65.0,0.0,top
SH1._277_.N1,42.0,-23.0,180.0,top
SH1._277_.N2,44.0,-23.0,180.0,top
SH1._277_.N3,46.0,-23.0,180.0,top
SH1._277_.N4,48.0,-23.0,180.0,top
SH1._277_.P1,42.0,-25.0,0.0,top
SH1._277_.P2,44.0,-25.0,0.0,top
SH1._277_.P3,46.0,-25.0,0.0,top
SH1._277_.P4,48.0,-25.0,0.0,top
SH1._278_.N1,34.0,-31.0,180.0,top
SH1._278_.N2,36.0,-31.0,180.0,top
SH1._278_.N3,38.0,-31.0,180.0,top
SH1._278_.N4,40.0,-31.0,180.0,top
SH1._278_.P1,34.0,-33.0,0.0,top
SH1._278_.P2,36.0,-33.0,0.0,top
SH1._278_.P3,38.0,-33.0,0.0,top
SH1._278_.P4,40.0,-33.0,0.0,top
SH1._279_.N1,34.0,-13.0,0.0,top
SH1._279_.N2,36.0,-13.0,0.0,top
SH1._279_.N3,38.0,-13.0,0.0,top
SH1._279_.N4,40.0,-13.0,0.0,top
SH1._279_.P1,34.0,-11.0,180.0,top
SH1._279_.P2,36.0,-11.0,180.0,top
SH1._279_.P3,38.0,-11.0,180.0,top
SH1._279_.P4,40.0,-11.0,180.0,top
SH1._280_.N1,25.0,-21.0,0.0,top
SH1._280_.N2,27.0,-21.0,0.0,top
SH1._280_.N3,29.0,-21.0,0.0,top
SH1._280_.N4,31.0,-21.0,0.0,top
SH1._280_.P1,25.0,-19.0,180.0,top
SH1._280_.P2,27.0,-19.0,180.0,top
SH1._280_.P3,29.0,-19.0,180.0,top
SH1._280_.P4,31.0,-19.0,180.0,top
SH1._281_.N1,33.0,-15.0,180.0,top
SH1._281_.N2,35.0,-15.0,180.0,top
SH1._281_.N3,37.0,-15.0,180.0,top
SH1._281_.N4,39.0,-15.0,180.0,top
SH1._281_.P1,33.0,-17.0,0.0,top
SH1._281_.P2,35.0,-17.0,0.0,top
SH1._281_.P3,37.0,-17.0,0.0,top
SH1._281_.P4,39.0,-17.0,0.0,top
SH1._282_.N1,17.0,-21.0,0.0,top
SH1._282_.N2,19.0,-21.0,0.0,top
SH1._282_.N3,21.0,-21.0,0.0,top
SH1._282_.N4,23.0,-21.0,0.0,top
SH1._282_.P1,17.0,-19.0,180.0,top
SH1._282_.P2,19.0,-19.0,180.0,top
SH1._282_.P3,21.0,-19.0,180.0,top
SH1._282_.P4,23.0,-19.0,180.0,top
SH1._283_.N1,25.0,-29.0,0.0,top
SH1._283_.N2,27.0,-29.0,0.0,top
SH1._283_.N3,29.0,-29.0,0.0,top
SH1._283_.N4,31.0,-29.0,0.0,top
SH1._283_.P1,25.0,-27.0,180.0,top
SH1._283_.P2,27.0,-27.0,180.0,top
SH1._283_.P3,29.0,-27.0,180.0,top
SH1._283_.P4,31.0,-27.0,180.0,top
