transition,cout,cslew,dslew,ctoq,qslew,tsetup,thold
'10,100.0,20.0,20.0,26.50201,9.01255,21.234130859375007,0.5554199218750064
'01,100.0,20.0,40.0,22.271489999999996,8.511329,34.661865234375014,9.686279296875009
'10,100.0,20.0,40.0,26.50204,9.01236,24.85961914062501,-0.6530761718749937
'01,100.0,20.0,100.0,22.271369999999997,8.511306999999999,55.20629882812502,18.414306640625007
'10,100.0,20.0,100.0,26.501949999999997,9.012359,41.37573242187501,6.597900390625008
'01,100.0,20.0,150.0,22.27044,8.51123,72.930908203125,33.587646484375014
'10,100.0,20.0,150.0,26.5019,9.0125,53.46069335937501,16.265869140625007
'01,100.0,40.0,10.0,28.007589999999997,8.509122,22.039794921875007,17.20581054687501
'10,100.0,40.0,10.0,32.29262,9.012677,11.566162109375007,6.060791015625008
'01,100.0,40.0,20.0,28.007589999999997,8.509122,22.97973632812501,16.265869140625007
'10,100.0,40.0,20.0,32.29262,9.012677,12.506103515625007,5.120849609375007
'01,100.0,40.0,40.0,28.007589999999997,8.509122,26.605224609375007,13.580322265625007
'10,100.0,40.0,40.0,32.29262,9.012677,16.13159179687501,3.2409667968750067
'01,100.0,40.0,100.0,28.00748,8.509101,46.343994140625,21.09985351562501
'10,100.0,40.0,100.0,32.29253,9.012675999999999,30.499267578125014,7.269287109375007
'01,100.0,40.0,150.0,28.006529999999998,8.509093,62.725830078125014,35.06469726562501
'10,100.0,40.0,150.0,32.29248,9.012621,40.167236328125014,14.520263671875007
'01,100.0,100.0,10.0,42.85359,8.50613,3.5095214843750067,33.587646484375014
'10,100.0,100.0,10.0,47.26172,9.012854,-8.306884765624995,19.488525390625014
'01,100.0,100.0,20.0,42.85359,8.50613,4.449462890625007,32.647705078125014
'10,100.0,100.0,20.0,47.26172,9.012854,-7.501220703124995,18.54858398437501
'01,100.0,100.0,40.0,42.85359,8.50613,8.074951171875007,29.827880859375018
'10,100.0,100.0,40.0,47.26172,9.012854,-3.8757324218749947,15.32592773437501
'01,100.0,100.0,100.0,42.85348,8.506106999999998,26.336669921875007,31.439208984375018
'10,100.0,100.0,100.0,47.26164,9.012853,6.597900390625008,15.191650390625007
'01,100.0,100.0,150.0,42.85252,8.505922,40.43579101562501,43.255615234375014
'10,100.0,100.0,150.0,47.2616,9.012988,12.371826171875007,18.682861328125007
'01,100.0,150.0,10.0,54.01578,8.504999,-9.381103515624995,44.866943359375014
'10,100.0,150.0,10.0,58.50245999999999,9.013167,-22.137451171874996,30.63354492187501
'01,100.0,150.0,20.0,54.01578,8.504999,-8.441162109374995,43.92700195312501
'10,100.0,150.0,20.0,58.50245999999999,9.013167,-21.197509765625,29.827880859375018
'01,100.0,150.0,40.0,54.01578,8.504999,-4.949951171874995,41.107177734375014
'10,100.0,150.0,40.0,58.50245999999999,9.013167,-17.706298828124996,26.336669921875007
'01,100.0,150.0,100.0,54.01566999999999,8.504977,12.640380859375007,41.51000976562501
'10,100.0,150.0,100.0,58.50237,9.013164,-9.246826171874995,23.382568359375007
'01,100.0,150.0,150.0,54.0147,8.504776,25.799560546875007,51.715087890625
'10,100.0,150.0,150.0,58.50234,9.013162999999999,-5.084228515624994,25.262451171875007
'01,150.0,10.0,10.0,21.33645,11.95551,34.52758789062501,11.297607421875007
'10,150.0,10.0,10.0,25.96867,12.665019999999998,24.32250976562501,-0.7873535156249937
'01,150.0,10.0,20.0,21.33644,11.955479999999998,35.46752929687501,10.491943359375007
'10,150.0,10.0,20.0,25.9687,12.665009999999999,25.12817382812501,-1.727294921874994
'01,150.0,10.0,40.0,21.33645,11.95551,39.093017578125014,7.806396484375007
'10,150.0,10.0,40.0,25.96867,12.665019999999998,28.753662109375007,-2.8015136718749942
'01,150.0,10.0,100.0,21.336339999999996,11.95549,60.040283203125,17.74291992187501
'10,150.0,10.0,100.0,25.96857,12.665019999999998,45.67260742187501,4.583740234375007
'01,150.0,10.0,150.0,21.33534,11.955409999999999,78.70483398437501,33.85620117187501
'10,150.0,10.0,150.0,25.96856,12.66504,58.29467773437502,14.788818359375009
'01,150.0,20.0,10.0,24.59622,11.954089999999999,29.69360351562501,12.640380859375007
'10,150.0,20.0,10.0,29.264649999999996,12.66508,19.08569335937501,1.7639160156250064
'01,150.0,20.0,20.0,24.596159999999998,11.95402,30.63354492187501,11.834716796875007
'10,150.0,20.0,20.0,29.264669999999995,12.66507,20.02563476562501,0.9582519531250064
'01,150.0,20.0,40.0,24.59622,11.954089999999999,34.259033203125014,9.283447265625009
'10,150.0,20.0,40.0,29.264649999999996,12.66508,23.651123046875007,-0.6530761718749937
'01,150.0,20.0,100.0,24.59611,11.95408,54.66918945312502,18.95141601562501
'10,150.0,20.0,100.0,29.264549999999996,12.66508,39.22729492187501,4.718017578125007
'01,150.0,20.0,150.0,24.595089999999995,11.95394,72.52807617187501,34.259033203125014
'10,150.0,20.0,150.0,29.264529999999997,12.66504,50.37231445312501,13.446044921875007
'01,150.0,40.0,10.0,30.331889999999998,11.952259999999999,21.90551757812501,16.66870117187501
'10,150.0,40.0,10.0,35.055119999999995,12.665049999999999,10.626220703125007,6.597900390625008
'01,150.0,40.0,20.0,30.331889999999998,11.952259999999999,22.71118164062501,15.86303710937501
'10,150.0,40.0,20.0,35.055119999999995,12.665049999999999,11.566162109375007,5.792236328125006
'01,150.0,40.0,40.0,30.331889999999998,11.952259999999999,26.336669921875007,13.446044921875007
'10,150.0,40.0,40.0,35.055119999999995,12.665049999999999,15.191650390625007,3.6437988281250067
'01,150.0,40.0,100.0,30.33178,11.95224,46.07543945312501,22.039794921875007
'10,150.0,40.0,100.0,35.05503,12.66504,28.887939453125007,6.463623046875008
'01,150.0,40.0,150.0,30.330719999999996,11.952119999999999,62.725830078125014,36.13891601562501
'10,150.0,40.0,150.0,35.054959999999994,12.665049999999999,37.884521484375014,12.908935546875007
'01,150.0,100.0,10.0,45.17719,11.94914,3.5095214843750067,32.91625976562501
'10,150.0,100.0,10.0,50.023799999999994,12.665289999999999,-8.843994140624995,20.29418945312501
'01,150.0,100.0,20.0,45.17719,11.94914,4.449462890625007,31.976318359375018
'10,150.0,100.0,20.0,50.023799999999994,12.665289999999999,-7.904052734374995,19.35424804687501
'01,150.0,100.0,40.0,45.17719,11.94914,8.074951171875007,29.425048828125007
'10,150.0,100.0,40.0,50.023799999999994,12.665289999999999,-4.412841796874995,16.40014648437501
'01,150.0,100.0,100.0,45.17708,11.949119999999999,26.47094726562501,32.78198242187501
'10,150.0,100.0,100.0,50.02372,12.665289999999999,5.657958984375006,15.59448242187501
'01,150.0,100.0,150.0,45.17604,11.94892,40.83862304687501,44.732666015625
'10,150.0,100.0,150.0,50.0237,12.665259999999998,11.163330078125007,18.81713867187501
'01,150.0,150.0,10.0,56.339059999999996,11.94772,-9.381103515624995,44.195556640625
'10,150.0,150.0,10.0,61.26427999999999,12.665379999999999,-22.540283203125,31.573486328125014
'01,150.0,150.0,20.0,56.339059999999996,11.94772,-8.441162109374995,43.255615234375014
'10,150.0,150.0,20.0,61.26427999999999,12.665379999999999,-21.600341796874996,30.63354492187501
'01,150.0,150.0,40.0,56.339059999999996,11.94772,-4.815673828124995,40.704345703125014
'10,150.0,150.0,40.0,61.26427999999999,12.665379999999999,-18.109130859374993,27.27661132812501
'01,150.0,150.0,100.0,56.33895,11.9477,12.774658203125007,42.181396484375014
'10,150.0,150.0,100.0,61.26419,12.665379999999999,-9.783935546874995,24.188232421875007
'01,150.0,150.0,150.0,56.33793,11.947549999999998,26.20239257812501,53.192138671875014
'10,150.0,150.0,150.0,61.264149999999994,12.665379999999999,-5.889892578124994,25.93383789062501
'01,200.0,10.0,10.0,23.635049999999996,15.43072,33.85620117187501,11.297607421875007
'10,200.0,10.0,10.0,28.710269999999998,16.358659999999997,22.845458984375007,-0.2502441406249937
'01,200.0,10.0,20.0,23.635039999999996,15.43076,34.796142578125014,10.491943359375007
'10,200.0,10.0,20.0,28.710289999999997,16.35869,23.651123046875007,-1.0559082031249938
'01,200.0,10.0,40.0,23.635049999999996,15.43072,38.28735351562501,8.074951171875007
'10,200.0,10.0,40.0,28.710269999999998,16.358659999999997,27.27661132812501,-2.6672363281249933
'01,200.0,10.0,100.0,23.63493,15.43071,59.100341796875014,18.01147460937501
'10,200.0,10.0,100.0,28.71017,16.358659999999997,43.255615234375014,2.435302734375007
'01,200.0,10.0,150.0,23.633899999999997,15.4307,77.63061523437501,33.85620117187501
'10,200.0,10.0,150.0,28.710129999999996,16.35871,54.66918945312502,11.431884765625007
'01,200.0,20.0,10.0,26.894599999999997,15.42961,29.156494140625007,12.908935546875007
'10,200.0,20.0,10.0,32.00628,16.358649999999997,17.877197265625007,2.5695800781250067
'01,200.0,20.0,20.0,26.89455,15.429549999999997,30.09643554687501,12.103271484375007
'10,200.0,20.0,20.0,32.00626,16.35872,18.81713867187501,1.6296386718750064
'01,200.0,20.0,40.0,26.894599999999997,15.42961,33.721923828125014,9.820556640625009
'10,200.0,20.0,40.0,32.00628,16.358649999999997,22.308349609375007,-0.2502441406249937
'01,200.0,20.0,100.0,26.894479999999998,15.4296,53.99780273437502,19.488525390625014
'10,200.0,20.0,100.0,32.00618,16.358649999999997,37.21313476562501,3.3752441406250067
'01,200.0,20.0,150.0,26.89344,15.429459999999999,71.722412109375,34.52758789062501
'10,200.0,20.0,150.0,32.00614,16.35871,47.28393554687501,10.760498046875007
'01,200.0,40.0,10.0,32.63001,15.42803,21.502685546875007,17.340087890625007
'10,200.0,40.0,10.0,37.79674,16.358639999999998,9.686279296875009,7.537841796875007
'01,200.0,40.0,20.0,32.63001,15.42803,22.44262695312501,16.534423828125007
'10,200.0,40.0,20.0,37.79674,16.358639999999998,10.626220703125007,6.597900390625008
'01,200.0,40.0,40.0,32.63001,15.42803,26.068115234375007,14.251708984375007
'10,200.0,40.0,40.0,37.79674,16.358639999999998,14.251708984375007,4.449462890625007
'01,200.0,40.0,100.0,32.629889999999996,15.42801,45.67260742187501,22.845458984375007
'10,200.0,40.0,100.0,37.79665,16.358629999999998,27.27661132812501,6.060791015625008
'01,200.0,40.0,150.0,32.62883,15.427919999999997,62.188720703125,36.810302734375014
'10,200.0,40.0,150.0,37.79658,16.358639999999998,35.46752929687501,11.700439453125007
'01,200.0,100.0,10.0,47.47488,15.42527,3.3752441406250067,33.31909179687501
'10,200.0,100.0,10.0,52.765429999999995,16.35857,-9.515380859374995,21.36840820312501
'01,200.0,100.0,20.0,47.47488,15.42527,4.315185546875007,32.37915039062501
'10,200.0,100.0,20.0,52.765429999999995,16.35857,-8.575439453124995,20.42846679687501
'01,200.0,100.0,40.0,47.47488,15.42527,7.806396484375007,30.09643554687501
'10,200.0,100.0,40.0,52.765429999999995,16.35857,-4.949951171874995,17.608642578125007
'01,200.0,100.0,100.0,47.47476,15.42526,26.336669921875007,33.721923828125014
'10,200.0,100.0,100.0,52.76535,16.35857,4.718017578125007,16.13159179687501
'01,200.0,100.0,150.0,47.4737,15.425059999999998,40.83862304687501,45.806884765625
'10,200.0,100.0,150.0,52.76531,16.358639999999998,9.820556640625009,18.95141601562501
'01,200.0,150.0,10.0,58.636559999999996,15.42391,-9.515380859374995,44.46411132812501
'10,200.0,150.0,10.0,64.00583,16.358559999999997,-22.943115234374996,32.647705078125014
'01,200.0,150.0,20.0,58.636559999999996,15.42391,-8.575439453124995,43.658447265625
'10,200.0,150.0,20.0,64.00583,16.358559999999997,-22.003173828125,31.70776367187501
'01,200.0,150.0,40.0,58.636559999999996,15.42391,-4.949951171874995,41.37573242187501
'10,200.0,150.0,40.0,64.00583,16.358559999999997,-18.511962890624996,28.485107421875007
'01,200.0,150.0,100.0,58.63643999999999,15.42389,12.774658203125007,43.255615234375014
'10,200.0,150.0,100.0,64.00575,16.358559999999997,-10.589599609374993,24.993896484375007
'01,200.0,150.0,150.0,58.63539999999999,15.423769999999998,26.336669921875007,54.400634765625014
'10,200.0,150.0,150.0,64.00571,16.358559999999997,-6.829833984374994,26.605224609375007
