transition,cout,cslew,dslew,ctoq,qslew,tsetup,thold
'10,80.0,40.0,10.0,31.429359999999996,7.606063,12.371826171875007,6.195068359375008
'01,80.0,40.0,20.0,27.327149999999996,7.202745999999999,23.51684570312501,16.802978515625007
'10,80.0,40.0,20.0,31.429359999999996,7.606063,13.311767578125007,5.255126953125006
'01,80.0,40.0,40.0,27.327149999999996,7.202745999999999,27.142333984375007,13.983154296875007
'10,80.0,40.0,40.0,31.429359999999996,7.606063,16.802978515625007,3.5095214843750067
'01,80.0,40.0,100.0,27.327039999999997,7.202723999999999,47.14965820312501,21.771240234375007
'10,80.0,40.0,100.0,31.429209999999994,7.606062,31.70776367187501,8.477783203125009
'01,80.0,40.0,150.0,27.32606,7.202726,63.800048828125014,36.00463867187501
'10,80.0,40.0,150.0,31.429089999999995,7.6060099999999995,41.91284179687501,16.40014648437501
'01,80.0,100.0,10.0,42.17355,7.200219,3.912353515625007,34.124755859375014
'10,80.0,100.0,10.0,46.40687,7.606498,-7.769775390624995,19.219970703125014
'01,80.0,100.0,20.0,42.17355,7.200219,4.852294921875007,33.184814453125014
'10,80.0,100.0,20.0,46.40687,7.606498,-6.829833984374994,18.28002929687501
'01,80.0,100.0,40.0,42.17355,7.200219,8.477783203125009,30.364990234375018
'10,80.0,100.0,40.0,46.40687,7.606498,-3.3386230468749942,15.32592773437501
'01,80.0,100.0,100.0,42.17343999999999,7.200195,26.873779296875007,31.976318359375018
'10,80.0,100.0,100.0,46.406729999999996,7.606495999999999,7.672119140625007,15.59448242187501
'01,80.0,100.0,150.0,42.17243,7.200024,41.37573242187501,43.92700195312501
'10,80.0,100.0,150.0,46.40671,7.606581,13.848876953125007,19.62280273437501
'01,80.0,150.0,10.0,53.33593,7.199517999999999,-9.112548828124995,45.404052734375014
'10,80.0,150.0,10.0,57.65253,7.606919999999999,-21.600341796874996,30.499267578125014
'01,80.0,150.0,20.0,53.33593,7.199517999999999,-8.172607421874995,44.59838867187501
'10,80.0,150.0,20.0,57.65253,7.606919999999999,-20.660400390625,29.55932617187501
'01,80.0,150.0,40.0,53.33593,7.199517999999999,-4.547119140624995,41.644287109375014
'10,80.0,150.0,40.0,57.65253,7.606919999999999,-17.169189453124996,26.20239257812501
'01,80.0,150.0,100.0,53.33581999999999,7.199494,13.043212890625007,41.77856445312501
'10,80.0,150.0,100.0,57.65239,7.606917999999999,-8.306884765624995,23.651123046875007
'01,80.0,150.0,150.0,53.334849999999996,7.199284,26.47094726562501,52.252197265625
'10,80.0,150.0,150.0,57.65232999999999,7.606916999999999,-3.8757324218749947,25.93383789062501
'01,100.0,10.0,10.0,19.28435,8.560213,36.00463867187501,12.371826171875007
'10,100.0,10.0,10.0,23.460569999999997,9.042292999999999,26.20239257812501,-0.5187988281249938
'01,100.0,10.0,20.0,19.28437,8.560177,36.944580078125014,11.431884765625007
'10,100.0,10.0,20.0,23.46061,9.042254999999999,27.142333984375007,-1.458740234374994
'01,100.0,10.0,40.0,19.28435,8.560213,40.43579101562501,8.612060546875009
'10,100.0,10.0,40.0,23.460569999999997,9.042292999999999,30.767822265625007,-1.727294921874994
'01,100.0,10.0,100.0,19.284239999999997,8.560193,61.651611328125014,18.682861328125007
'10,100.0,10.0,100.0,23.4604,9.042292,48.89526367187501,7.940673828125007
'01,100.0,10.0,150.0,19.28316,8.559877,81.121826171875,35.46752929687501
'10,100.0,10.0,150.0,23.46035,9.042271999999999,62.99438476562501,19.488525390625014
'01,100.0,20.0,10.0,22.54431,8.558475,30.902099609375018,13.446044921875007
'10,100.0,20.0,10.0,26.75904,9.042415,20.697021484375007,1.7639160156250064
'01,100.0,20.0,20.0,22.544389999999996,8.558538,31.70776367187501,12.506103515625007
'10,100.0,20.0,20.0,26.759059999999998,9.042385,21.63696289062501,0.9582519531250064
