transition,cout,cslew,dslew,ctoq,qslew,tsetup,thold
'01,100.0,20.0,40.0,22.54431,8.558475,35.333251953125014,9.686279296875009
'10,100.0,20.0,40.0,26.75904,9.042415,25.262451171875007,-0.1159667968749937
'01,100.0,20.0,100.0,22.5442,8.558454,56.14624023437502,19.62280273437501
'10,100.0,20.0,100.0,26.758879999999998,9.042413999999999,42.04711914062501,7.537841796875007
'01,100.0,20.0,150.0,22.54321,8.558387999999999,74.40795898437501,35.333251953125014
'10,100.0,20.0,150.0,26.75882,9.042321999999999,54.400634765625014,17.608642578125007
'01,100.0,40.0,10.0,28.280489999999997,8.556643,22.71118164062501,17.20581054687501
'10,100.0,40.0,10.0,32.55344,9.042512,11.968994140625007,6.329345703125008
'01,100.0,40.0,20.0,28.280489999999997,8.556643,23.651123046875007,16.265869140625007
'10,100.0,40.0,20.0,32.55344,9.042512,12.908935546875007,5.389404296875006
'01,100.0,40.0,40.0,28.280489999999997,8.556643,27.142333984375007,13.580322265625007
'10,100.0,40.0,40.0,32.55344,9.042512,16.534423828125007,3.6437988281250067
'01,100.0,40.0,100.0,28.280369999999998,8.556623,47.14965820312501,22.308349609375007
'10,100.0,40.0,100.0,32.55329,9.042508999999999,31.17065429687501,8.209228515625009
'01,100.0,40.0,150.0,28.279359999999997,8.556422,64.06860351562501,36.67602539062501
'10,100.0,40.0,150.0,32.55316,9.042537,41.24145507812501,15.86303710937501
'01,100.0,100.0,10.0,43.126459999999994,8.553815,4.046630859375007,33.587646484375014
'10,100.0,100.0,10.0,47.53057,9.042938,-7.904052734374995,19.35424804687501
'01,100.0,100.0,20.0,43.126459999999994,8.553815,4.986572265625007,32.647705078125014
'10,100.0,100.0,20.0,47.53057,9.042938,-7.098388671874995,18.414306640625007
'01,100.0,100.0,40.0,43.126459999999994,8.553815,8.477783203125009,29.962158203125014
'10,100.0,100.0,40.0,47.53057,9.042938,-3.4729003906249942,15.728759765625007
'01,100.0,100.0,100.0,43.126349999999995,8.553794,27.00805664062501,32.647705078125014
'10,100.0,100.0,100.0,47.530429999999996,9.042937,7.403564453125007,15.86303710937501
'01,100.0,100.0,150.0,43.12539,8.553619,41.77856445312501,44.732666015625
'10,100.0,100.0,150.0,47.530429999999996,9.042805,13.446044921875007,19.757080078125014
'01,100.0,150.0,10.0,54.288869999999996,8.552852999999999,-8.978271484374995,44.866943359375014
'10,100.0,150.0,10.0,58.77603,9.043156,-21.734619140625,30.63354492187501
'01,100.0,150.0,20.0,54.288869999999996,8.552852999999999,-8.038330078124995,43.92700195312501
'10,100.0,150.0,20.0,58.77603,9.043156,-20.794677734374996,29.69360351562501
'01,100.0,150.0,40.0,54.288869999999996,8.552852999999999,-4.412841796874995,41.24145507812501
'10,100.0,150.0,40.0,58.77603,9.043156,-17.303466796874993,26.336669921875007
'01,100.0,150.0,100.0,54.28874999999999,8.552831999999999,13.311767578125007,41.91284179687501
'10,100.0,150.0,100.0,58.77589999999999,9.043154999999999,-8.441162109374995,24.05395507812501
'01,100.0,150.0,150.0,54.28775,8.552646,26.873779296875007,53.05786132812501
'10,100.0,150.0,150.0,58.775839999999995,9.043154999999999,-4.010009765624995,26.336669921875007
'01,150.0,10.0,10.0,21.61892,11.98739,35.333251953125014,11.431884765625007
'10,150.0,10.0,10.0,26.22831,12.684439999999999,24.59106445312501,-0.3845214843749937
'01,150.0,10.0,20.0,21.61892,11.987329999999998,36.273193359375014,10.626220703125007
'10,150.0,10.0,20.0,26.22833,12.68446,25.531005859375007,-1.3244628906249936
'01,150.0,10.0,40.0,21.61892,11.98739,39.76440429687501,7.940673828125007
'10,150.0,10.0,40.0,26.22831,12.684439999999999,29.156494140625007,-2.264404296874994
'01,150.0,10.0,100.0,21.618809999999996,11.98738,60.84594726562501,18.95141601562501
'10,150.0,10.0,100.0,26.22814,12.684439999999999,46.343994140625,5.657958984375006
'01,150.0,10.0,150.0,21.617739999999998,11.987339999999998,80.181884765625,35.46752929687501
'10,150.0,10.0,150.0,26.22807,12.684339999999999,59.36889648437502,16.13159179687501
'01,150.0,20.0,10.0,24.878629999999998,11.98617,30.364990234375018,12.774658203125007
'10,150.0,20.0,10.0,29.526709999999998,12.6845,19.488525390625014,2.166748046875007
'01,150.0,20.0,20.0,24.878629999999998,11.98601,31.304931640625007,11.968994140625007
'10,150.0,20.0,20.0,29.52669,12.684439999999999,20.42846679687501,1.2268066406250067
'01,150.0,20.0,40.0,24.878629999999998,11.98617,34.93041992187501,9.417724609375009
'10,150.0,20.0,40.0,29.526709999999998,12.6845,24.05395507812501,-0.1159667968749937
'01,150.0,20.0,100.0,24.878519999999998,11.98615,55.60913085937502,20.29418945312501
'10,150.0,20.0,100.0,29.526539999999997,12.6845,40.032958984375014,5.792236328125006
'01,150.0,20.0,150.0,24.877499999999998,11.98602,73.870849609375,35.870361328125014
'10,150.0,20.0,150.0,29.526439999999997,12.684529999999999,51.44653320312501,14.788818359375009
'01,150.0,40.0,10.0,30.61434,11.98448,22.44262695312501,16.802978515625007
'10,150.0,40.0,10.0,35.32091,12.684579999999999,11.163330078125007,7.000732421875008
'01,150.0,40.0,20.0,30.61434,11.98448,23.382568359375007,15.997314453125007
'10,150.0,40.0,20.0,35.32091,12.684579999999999,11.968994140625007,6.060791015625008
'01,150.0,40.0,40.0,30.61434,11.98448,27.00805664062501,13.580322265625007
'10,150.0,40.0,40.0,35.32091,12.684579999999999,15.59448242187501,4.180908203125007
'01,150.0,40.0,100.0,30.61422,11.984459999999999,47.015380859375014,23.24829101562501
'10,150.0,40.0,100.0,35.32076,12.684579999999999,29.69360351562501,7.403564453125007
'01,150.0,40.0,150.0,30.61322,11.9843,64.06860351562501,37.75024414062501
'10,150.0,40.0,150.0,35.32064999999999,12.684569999999999,38.958740234375014,14.117431640625007
'01,150.0,100.0,10.0,45.45988,11.981849999999998,4.046630859375007,33.050537109375014
'10,150.0,100.0,10.0,50.29761,12.684759999999999,-8.441162109374995,20.29418945312501
'01,150.0,100.0,20.0,45.45988,11.981849999999998,4.986572265625007,32.110595703125014
'10,150.0,100.0,20.0,50.29761,12.684759999999999,-7.635498046874995,19.35424804687501
'01,150.0,100.0,40.0,45.45988,11.981849999999998,8.477783203125009,29.55932617187501
'10,150.0,100.0,40.0,50.29761,12.684759999999999,-4.010009765624995,16.802978515625007
'01,150.0,100.0,100.0,45.45976999999999,11.981829999999999,27.142333984375007,33.721923828125014
'10,150.0,100.0,100.0,50.29747,12.68475,6.463623046875008,16.265869140625007
'01,150.0,100.0,150.0,45.45872,11.98162,42.04711914062501,46.20971679687501
'10,150.0,100.0,150.0,50.29743,12.684759999999999,12.371826171875007,19.89135742187501
'01,150.0,150.0,10.0,56.622009999999996,11.980609999999999,-8.978271484374995,44.329833984375014
'10,150.0,150.0,10.0,61.542759999999994,12.68488,-22.137451171874996,31.573486328125014
'01,150.0,150.0,20.0,56.622009999999996,11.980609999999999,-8.038330078124995,43.38989257812501
'10,150.0,150.0,20.0,61.542759999999994,12.68488,-21.197509765625,30.63354492187501
'01,150.0,150.0,40.0,56.622009999999996,11.980609999999999,-4.412841796874995,40.83862304687501
'10,150.0,150.0,40.0,61.542759999999994,12.68488,-17.706298828124996,27.27661132812501
'01,150.0,150.0,100.0,56.62188999999999,11.980599999999999,13.446044921875007,43.121337890625
'10,150.0,150.0,100.0,61.54261999999999,12.68488,-9.112548828124995,24.85961914062501
'01,150.0,150.0,150.0,56.62084,11.980459999999999,27.410888671875007,54.53491210937502
'10,150.0,150.0,150.0,61.54256,12.68488,-4.815673828124995,26.873779296875007
'01,200.0,10.0,10.0,23.921919999999997,15.452519999999998,34.52758789062501,11.566162109375007
'10,200.0,10.0,10.0,28.971719999999998,16.371010000000002,23.114013671875007,0.018310546875006318
'01,200.0,10.0,20.0,23.921919999999997,15.452499999999999,35.46752929687501,10.760498046875007
'10,200.0,10.0,20.0,28.971759999999996,16.37099,24.05395507812501,-0.7873535156249937
'01,200.0,10.0,40.0,23.921919999999997,15.452519999999998,38.958740234375014,8.209228515625009
'10,200.0,10.0,40.0,28.971719999999998,16.371010000000002,27.679443359375007,-2.264404296874994
'01,200.0,10.0,100.0,23.921799999999998,15.452509999999998,59.90600585937501,19.08569335937501
'10,200.0,10.0,100.0,28.971549999999997,16.371010000000002,43.92700195312501,3.3752441406250067
'01,200.0,10.0,150.0,23.92072,15.452469999999998,78.973388671875,35.46752929687501
'10,200.0,10.0,150.0,28.971479999999996,16.37103,55.74340820312502,12.774658203125007
'01,200.0,20.0,10.0,27.18146,15.45152,29.827880859375018,13.177490234375007
'10,200.0,20.0,10.0,32.27014,16.37102,18.28002929687501,2.8381347656250067
'01,200.0,20.0,20.0,27.181449999999998,15.45146,30.767822265625007,12.371826171875007
'10,200.0,20.0,20.0,32.27012,16.37102,19.219970703125014,2.0324707031250067
'01,200.0,20.0,40.0,27.18146,15.45152,34.259033203125014,9.954833984375009
'10,200.0,20.0,40.0,32.27014,16.37102,22.845458984375007,0.15258789062500633
'01,200.0,20.0,100.0,27.18134,15.45151,54.937744140625014,20.697021484375007
'10,200.0,20.0,100.0,32.26997,16.37102,37.884521484375014,4.315185546875007
'01,200.0,20.0,150.0,27.180299999999995,15.451419999999997,73.06518554687501,36.13891601562501
'10,200.0,20.0,150.0,32.2699,16.370979999999996,48.35815429687501,12.103271484375007
'01,200.0,40.0,10.0,32.916959999999996,15.45019,22.039794921875007,17.47436523437501
'10,200.0,40.0,10.0,38.06437,16.37088,10.223388671875007,7.940673828125007
'01,200.0,40.0,20.0,32.916959999999996,15.45019,22.97973632812501,16.66870117187501
'10,200.0,40.0,20.0,38.06437,16.37088,11.163330078125007,7.000732421875008
'01,200.0,40.0,40.0,32.916959999999996,15.45019,26.605224609375007,14.385986328125007
'10,200.0,40.0,40.0,38.06437,16.37088,14.654541015625009,4.852294921875007
'01,200.0,40.0,100.0,32.91683999999999,15.45018,46.478271484375014,23.919677734375007
'10,200.0,40.0,100.0,38.064209999999996,16.37088,28.08227539062501,6.866455078125008
'01,200.0,40.0,150.0,32.91581,15.450090000000001,63.53149414062502,38.421630859375014
'10,200.0,40.0,150.0,38.064099999999996,16.37088,36.67602539062501,12.774658203125007
'01,200.0,100.0,10.0,47.76215,15.447849999999997,3.778076171875007,33.45336914062501
'10,200.0,100.0,10.0,53.041,16.370979999999996,-9.112548828124995,21.502685546875007
'01,200.0,100.0,20.0,47.76215,15.447849999999997,4.718017578125007,32.647705078125014
'10,200.0,100.0,20.0,53.041,16.370979999999996,-8.172607421874995,20.56274414062501
'01,200.0,100.0,40.0,47.76215,15.447849999999997,8.343505859375009,30.230712890625007
'10,200.0,100.0,40.0,53.041,16.370979999999996,-4.547119140624995,18.01147460937501
'01,200.0,100.0,100.0,47.762029999999996,15.447829999999998,27.00805664062501,34.796142578125014
'10,200.0,100.0,100.0,53.040859999999995,16.370979999999996,5.523681640625006,16.802978515625007
'01,200.0,100.0,150.0,47.76096,15.44769,42.04711914062501,47.28393554687501
'10,200.0,100.0,150.0,53.04084999999999,16.370919999999998,11.029052734375007,19.89135742187501
'01,200.0,150.0,10.0,58.924119999999995,15.446699999999998,-9.112548828124995,44.732666015625
'10,200.0,150.0,10.0,64.28608,16.370919999999998,-22.674560546874996,32.647705078125014
'01,200.0,150.0,20.0,58.924119999999995,15.446699999999998,-8.172607421874995,43.92700195312501
'10,200.0,150.0,20.0,64.28608,16.370919999999998,-21.734619140625,31.70776367187501
'01,200.0,150.0,40.0,58.924119999999995,15.446699999999998,-4.547119140624995,41.51000976562501
'10,200.0,150.0,40.0,64.28608,16.370919999999998,-18.243408203124996,28.485107421875007
'01,200.0,150.0,100.0,58.92399999999999,15.446689999999998,13.446044921875007,44.195556640625
'10,200.0,150.0,100.0,64.28594,16.370919999999998,-9.783935546874995,25.66528320312501
'01,200.0,150.0,150.0,58.92294,15.44659,27.410888671875007,55.60913085937502
'10,200.0,150.0,150.0,64.28587999999999,16.370919999999998,-5.755615234374994,27.54516601562501
