Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
genblk2[1].genblk1[2].R1.N2,NMOS,SOT523,45.0,-85.0,0.0,top
genblk2[1].genblk1[2].R1.P1,PMOS,SOT523,43.0,-83.0,180.0,top
genblk2[1].genblk1[2].R1.P2,PMOS,SOT523,45.0,-83.0,180.0,top
genblk2[1].genblk1[2].R2.N1,NMOS,SOT523,47.0,-85.0,0.0,top
genblk2[1].genblk1[2].R2.N2,NMOS,SOT523,49.0,-85.0,0.0,top
genblk2[1].genblk1[2].R2.P1,PMOS,SOT523,47.0,-83.0,180.0,top
genblk2[1].genblk1[2].R2.P2,PMOS,SOT523,49.0,-83.0,180.0,top
genblk2[1].genblk1[3].D.DECAP.C,0.1u,C_0402_1005Metric,41.55,-88.0,90.0,top
genblk2[1].genblk1[3].D.L,,LED_0402_1005Metric,40.65,-87.0,90.0,top
genblk2[1].genblk1[3].D.R,330,R_0402_1005Metric,40.65,-89.0,-90.0,top
genblk2[1].genblk1[3].L.NOT1.N1,NMOS,SOT523,31.0,-87.0,180.0,top
genblk2[1].genblk1[3].L.NOT1.N2,NMOS,SOT523,33.0,-87.0,180.0,top
genblk2[1].genblk1[3].L.NOT1.P1,PMOS,SOT523,31.0,-89.0,0.0,top
genblk2[1].genblk1[3].L.NOT1.P2,PMOS,SOT523,33.0,-89.0,0.0,top
genblk2[1].genblk1[3].L.NOT2.N1,NMOS,SOT523,39.0,-87.0,180.0,top
genblk2[1].genblk1[3].L.NOT2.P1,PMOS,SOT523,39.0,-89.0,0.0,top
genblk2[1].genblk1[3].L.NOT3.N1,NMOS,SOT523,37.0,-87.0,180.0,top
genblk2[1].genblk1[3].L.NOT3.N2,NMOS,SOT523,35.0,-87.0,180.0,top
genblk2[1].genblk1[3].L.NOT3.P1,PMOS,SOT523,37.0,-89.0,0.0,top
genblk2[1].genblk1[3].L.NOT3.P2,PMOS,SOT523,35.0,-89.0,0.0,top
genblk2[1].genblk1[3].R1.N1,NMOS,SOT523,43.0,-87.0,180.0,top
genblk2[1].genblk1[3].R1.N2,NMOS,SOT523,45.0,-87.0,180.0,top
genblk2[1].genblk1[3].R1.P1,PMOS,SOT523,43.0,-89.0,0.0,top
genblk2[1].genblk1[3].R1.P2,PMOS,SOT523,45.0,-89.0,0.0,top
genblk2[1].genblk1[3].R2.N1,NMOS,SOT523,47.0,-87.0,180.0,top
genblk2[1].genblk1[3].R2.N2,NMOS,SOT523,49.0,-87.0,180.0,top
genblk2[1].genblk1[3].R2.P1,PMOS,SOT523,47.0,-89.0,0.0,top
genblk2[1].genblk1[3].R2.P2,PMOS,SOT523,49.0,-89.0,0.0,top
genblk2[2].genblk1[0].D.DECAP.C,0.1u,C_0402_1005Metric,61.55,-76.0,90.0,top
genblk2[2].genblk1[0].D.L,,LED_0402_1005Metric,60.65,-75.0,90.0,top
genblk2[2].genblk1[0].D.R,330,R_0402_1005Metric,60.65,-77.0,-90.0,top
genblk2[2].genblk1[0].L.NOT1.N1,NMOS,SOT523,51.0,-77.0,0.0,top
genblk2[2].genblk1[0].L.NOT1.N2,NMOS,SOT523,53.0,-77.0,0.0,top
genblk2[2].genblk1[0].L.NOT1.P1,PMOS,SOT523,51.0,-75.0,180.0,top
genblk2[2].genblk1[0].L.NOT1.P2,PMOS,SOT523,53.0,-75.0,180.0,top
genblk2[2].genblk1[0].L.NOT2.N1,NMOS,SOT523,59.0,-77.0,0.0,top
genblk2[2].genblk1[0].L.NOT2.P1,PMOS,SOT523,59.0,-75.0,180.0,top
genblk2[2].genblk1[0].L.NOT3.N1,NMOS,SOT523,57.0,-77.0,0.0,top
genblk2[2].genblk1[0].L.NOT3.N2,NMOS,SOT523,55.0,-77.0,0.0,top
genblk2[2].genblk1[0].L.NOT3.P1,PMOS,SOT523,57.0,-75.0,180.0,top
genblk2[2].genblk1[0].L.NOT3.P2,PMOS,SOT523,55.0,-75.0,180.0,top
genblk2[2].genblk1[0].R1.N1,NMOS,SOT523,63.0,-77.0,0.0,top
genblk2[2].genblk1[0].R1.N2,NMOS,SOT523,65.0,-77.0,0.0,top
genblk2[2].genblk1[0].R1.P1,PMOS,SOT523,63.0,-75.0,180.0,top
genblk2[2].genblk1[0].R1.P2,PMOS,SOT523,65.0,-75.0,180.0,top
genblk2[2].genblk1[0].R2.N1,NMOS,SOT523,67.0,-77.0,0.0,top
genblk2[2].genblk1[0].R2.N2,NMOS,SOT523,69.0,-77.0,0.0,top
genblk2[2].genblk1[0].R2.P1,PMOS,SOT523,67.0,-75.0,180.0,top
genblk2[2].genblk1[0].R2.P2,PMOS,SOT523,69.0,-75.0,180.0,top
genblk2[2].genblk1[1].D.DECAP.C,0.1u,C_0402_1005Metric,61.55,-80.0,90.0,top
genblk2[2].genblk1[1].D.L,,LED_0402_1005Metric,60.65,-79.0,90.0,top
genblk2[2].genblk1[1].D.R,330,R_0402_1005Metric,60.65,-81.0,-90.0,top
genblk2[2].genblk1[1].L.NOT1.N1,NMOS,SOT523,51.0,-79.0,180.0,top
genblk2[2].genblk1[1].L.NOT1.N2,NMOS,SOT523,53.0,-79.0,180.0,top
genblk2[2].genblk1[1].L.NOT1.P1,PMOS,SOT523,51.0,-81.0,0.0,top
genblk2[2].genblk1[1].L.NOT1.P2,PMOS,SOT523,53.0,-81.0,0.0,top
genblk2[2].genblk1[1].L.NOT2.N1,NMOS,SOT523,59.0,-79.0,180.0,top
genblk2[2].genblk1[1].L.NOT2.P1,PMOS,SOT523,59.0,-81.0,0.0,top
genblk2[2].genblk1[1].L.NOT3.N1,NMOS,SOT523,57.0,-79.0,180.0,top
genblk2[2].genblk1[1].L.NOT3.N2,NMOS,SOT523,55.0,-79.0,180.0,top
genblk2[2].genblk1[1].L.NOT3.P1,PMOS,SOT523,57.0,-81.0,0.0,top
genblk2[2].genblk1[1].L.NOT3.P2,PMOS,SOT523,55.0,-81.0,0.0,top
genblk2[2].genblk1[1].R1.N1,NMOS,SOT523,63.0,-79.0,180.0,top
genblk2[2].genblk1[1].R1.N2,NMOS,SOT523,65.0,-79.0,180.0,top
genblk2[2].genblk1[1].R1.P1,PMOS,SOT523,63.0,-81.0,0.0,top
genblk2[2].genblk1[1].R1.P2,PMOS,SOT523,65.0,-81.0,0.0,top
genblk2[2].genblk1[1].R2.N1,NMOS,SOT523,67.0,-79.0,180.0,top
genblk2[2].genblk1[1].R2.N2,NMOS,SOT523,69.0,-79.0,180.0,top
genblk2[2].genblk1[1].R2.P1,PMOS,SOT523,67.0,-81.0,0.0,top
genblk2[2].genblk1[1].R2.P2,PMOS,SOT523,69.0,-81.0,0.0,top
genblk2[2].genblk1[2].D.DECAP.C,0.1u,C_0402_1005Metric,61.55,-84.0,90.0,top
genblk2[2].genblk1[2].D.L,,LED_0402_1005Metric,60.65,-83.0,90.0,top
genblk2[2].genblk1[2].D.R,330,R_0402_1005Metric,60.65,-85.0,-90.0,top
genblk2[2].genblk1[2].L.NOT1.N1,NMOS,SOT523,51.0,-85.0,0.0,top
genblk2[2].genblk1[2].L.NOT1.N2,NMOS,SOT523,53.0,-85.0,0.0,top
genblk2[2].genblk1[2].L.NOT1.P1,PMOS,SOT523,51.0,-83.0,180.0,top
genblk2[2].genblk1[2].L.NOT1.P2,PMOS,SOT523,53.0,-83.0,180.0,top
genblk2[2].genblk1[2].L.NOT2.N1,NMOS,SOT523,59.0,-85.0,0.0,top
genblk2[2].genblk1[2].L.NOT2.P1,PMOS,SOT523,59.0,-83.0,180.0,top
genblk2[2].genblk1[2].L.NOT3.N1,NMOS,SOT523,57.0,-85.0,0.0,top
genblk2[2].genblk1[2].L.NOT3.N2,NMOS,SOT523,55.0,-85.0,0.0,top
genblk2[2].genblk1[2].L.NOT3.P1,PMOS,SOT523,57.0,-83.0,180.0,top
genblk2[2].genblk1[2].L.NOT3.P2,PMOS,SOT523,55.0,-83.0,180.0,top
genblk2[2].genblk1[2].R1.N1,NMOS,SOT523,63.0,-85.0,0.0,top
genblk2[2].genblk1[2].R1.N2,NMOS,SOT523,65.0,-85.0,0.0,top
genblk2[2].genblk1[2].R1.P1,PMOS,SOT523,63.0,-83.0,180.0,top
genblk2[2].genblk1[2].R1.P2,PMOS,SOT523,65.0,-83.0,180.0,top
genblk2[2].genblk1[2].R2.N1,NMOS,SOT523,67.0,-85.0,0.0,top
genblk2[2].genblk1[2].R2.N2,NMOS,SOT523,69.0,-85.0,0.0,top
genblk2[2].genblk1[2].R2.P1,PMOS,SOT523,67.0,-83.0,180.0,top
genblk2[2].genblk1[2].R2.P2,PMOS,SOT523,69.0,-83.0,180.0,top
genblk2[2].genblk1[3].D.DECAP.C,0.1u,C_0402_1005Metric,61.55,-88.0,90.0,top
genblk2[2].genblk1[3].D.L,,LED_0402_1005Metric,60.65,-87.0,90.0,top
genblk2[2].genblk1[3].D.R,330,R_0402_1005Metric,60.65,-89.0,-90.0,top
genblk2[2].genblk1[3].L.NOT1.N1,NMOS,SOT523,51.0,-87.0,180.0,top
genblk2[2].genblk1[3].L.NOT1.N2,NMOS,SOT523,53.0,-87.0,180.0,top
genblk2[2].genblk1[3].L.NOT1.P1,PMOS,SOT523,51.0,-89.0,0.0,top
genblk2[2].genblk1[3].L.NOT1.P2,PMOS,SOT523,53.0,-89.0,0.0,top
genblk2[2].genblk1[3].L.NOT2.N1,NMOS,SOT523,59.0,-87.0,180.0,top
genblk2[2].genblk1[3].L.NOT2.P1,PMOS,SOT523,59.0,-89.0,0.0,top
genblk2[2].genblk1[3].L.NOT3.N1,NMOS,SOT523,57.0,-87.0,180.0,top
genblk2[2].genblk1[3].L.NOT3.N2,NMOS,SOT523,55.0,-87.0,180.0,top
genblk2[2].genblk1[3].L.NOT3.P1,PMOS,SOT523,57.0,-89.0,0.0,top
genblk2[2].genblk1[3].L.NOT3.P2,PMOS,SOT523,55.0,-89.0,0.0,top
genblk2[2].genblk1[3].R1.N1,NMOS,SOT523,63.0,-87.0,180.0,top
genblk2[2].genblk1[3].R1.N2,NMOS,SOT523,65.0,-87.0,180.0,top
genblk2[2].genblk1[3].R1.P1,PMOS,SOT523,63.0,-89.0,0.0,top
genblk2[2].genblk1[3].R1.P2,PMOS,SOT523,65.0,-89.0,0.0,top
genblk2[2].genblk1[3].R2.N1,NMOS,SOT523,67.0,-87.0,180.0,top
genblk2[2].genblk1[3].R2.N2,NMOS,SOT523,69.0,-87.0,180.0,top
genblk2[2].genblk1[3].R2.P1,PMOS,SOT523,67.0,-89.0,0.0,top
genblk2[2].genblk1[3].R2.P2,PMOS,SOT523,69.0,-89.0,0.0,top
genblk2[3].genblk1[0].D.DECAP.C,0.1u,C_0402_1005Metric,81.55,-76.0,90.0,top
genblk2[3].genblk1[0].D.L,,LED_0402_1005Metric,80.65,-75.0,90.0,top
genblk2[3].genblk1[0].D.R,330,R_0402_1005Metric,80.65,-77.0,-90.0,top
genblk2[3].genblk1[0].L.NOT1.N1,NMOS,SOT523,71.0,-77.0,0.0,top
genblk2[3].genblk1[0].L.NOT1.N2,NMOS,SOT523,73.0,-77.0,0.0,top
genblk2[3].genblk1[0].L.NOT1.P1,PMOS,SOT523,71.0,-75.0,180.0,top
genblk2[3].genblk1[0].L.NOT1.P2,PMOS,SOT523,73.0,-75.0,180.0,top
genblk2[3].genblk1[0].L.NOT2.N1,NMOS,SOT523,79.0,-77.0,0.0,top
genblk2[3].genblk1[0].L.NOT2.P1,PMOS,SOT523,79.0,-75.0,180.0,top
genblk2[3].genblk1[0].L.NOT3.N1,NMOS,SOT523,77.0,-77.0,0.0,top
genblk2[3].genblk1[0].L.NOT3.N2,NMOS,SOT523,75.0,-77.0,0.0,top
genblk2[3].genblk1[0].L.NOT3.P1,PMOS,SOT523,77.0,-75.0,180.0,top
genblk2[3].genblk1[0].L.NOT3.P2,PMOS,SOT523,75.0,-75.0,180.0,top
genblk2[3].genblk1[0].R1.N1,NMOS,SOT523,83.0,-77.0,0.0,top
genblk2[3].genblk1[0].R1.N2,NMOS,SOT523,85.0,-77.0,0.0,top
genblk2[3].genblk1[0].R1.P1,PMOS,SOT523,83.0,-75.0,180.0,top
genblk2[3].genblk1[0].R1.P2,PMOS,SOT523,85.0,-75.0,180.0,top
genblk2[3].genblk1[0].R2.N1,NMOS,SOT523,87.0,-77.0,0.0,top
genblk2[3].genblk1[0].R2.N2,NMOS,SOT523,89.0,-77.0,0.0,top
genblk2[3].genblk1[0].R2.P1,PMOS,SOT523,87.0,-75.0,180.0,top
genblk2[3].genblk1[0].R2.P2,PMOS,SOT523,89.0,-75.0,180.0,top
genblk2[3].genblk1[1].D.DECAP.C,0.1u,C_0402_1005Metric,81.55,-80.0,90.0,top
genblk2[3].genblk1[1].D.L,,LED_0402_1005Metric,80.65,-79.0,90.0,top
genblk2[3].genblk1[1].D.R,330,R_0402_1005Metric,80.65,-81.0,-90.0,top
genblk2[3].genblk1[1].L.NOT1.N1,NMOS,SOT523,71.0,-79.0,180.0,top
genblk2[3].genblk1[1].L.NOT1.N2,NMOS,SOT523,73.0,-79.0,180.0,top
genblk2[3].genblk1[1].L.NOT1.P1,PMOS,SOT523,71.0,-81.0,0.0,top
genblk2[3].genblk1[1].L.NOT1.P2,PMOS,SOT523,73.0,-81.0,0.0,top
genblk2[3].genblk1[1].L.NOT2.N1,NMOS,SOT523,79.0,-79.0,180.0,top
genblk2[3].genblk1[1].L.NOT2.P1,PMOS,SOT523,79.0,-81.0,0.0,top
genblk2[3].genblk1[1].L.NOT3.N1,NMOS,SOT523,77.0,-79.0,180.0,top
genblk2[3].genblk1[1].L.NOT3.N2,NMOS,SOT523,75.0,-79.0,180.0,top
genblk2[3].genblk1[1].L.NOT3.P1,PMOS,SOT523,77.0,-81.0,0.0,top
genblk2[3].genblk1[1].L.NOT3.P2,PMOS,SOT523,75.0,-81.0,0.0,top
genblk2[3].genblk1[1].R1.N1,NMOS,SOT523,83.0,-79.0,180.0,top
genblk2[3].genblk1[1].R1.N2,NMOS,SOT523,85.0,-79.0,180.0,top
genblk2[3].genblk1[1].R1.P1,PMOS,SOT523,83.0,-81.0,0.0,top
genblk2[3].genblk1[1].R1.P2,PMOS,SOT523,85.0,-81.0,0.0,top
genblk2[3].genblk1[1].R2.N1,NMOS,SOT523,87.0,-79.0,180.0,top
genblk2[3].genblk1[1].R2.N2,NMOS,SOT523,89.0,-79.0,180.0,top
genblk2[3].genblk1[1].R2.P1,PMOS,SOT523,87.0,-81.0,0.0,top
genblk2[3].genblk1[1].R2.P2,PMOS,SOT523,89.0,-81.0,0.0,top
genblk2[3].genblk1[2].D.DECAP.C,0.1u,C_0402_1005Metric,81.55,-84.0,90.0,top
genblk2[3].genblk1[2].D.L,,LED_0402_1005Metric,80.65,-83.0,90.0,top
genblk2[3].genblk1[2].D.R,330,R_0402_1005Metric,80.65,-85.0,-90.0,top
genblk2[3].genblk1[2].L.NOT1.N1,NMOS,SOT523,71.0,-85.0,0.0,top
genblk2[3].genblk1[2].L.NOT1.N2,NMOS,SOT523,73.0,-85.0,0.0,top
genblk2[3].genblk1[2].L.NOT1.P1,PMOS,SOT523,71.0,-83.0,180.0,top
genblk2[3].genblk1[2].L.NOT1.P2,PMOS,SOT523,73.0,-83.0,180.0,top
genblk2[3].genblk1[2].L.NOT2.N1,NMOS,SOT523,79.0,-85.0,0.0,top
genblk2[3].genblk1[2].L.NOT2.P1,PMOS,SOT523,79.0,-83.0,180.0,top
genblk2[3].genblk1[2].L.NOT3.N1,NMOS,SOT523,77.0,-85.0,0.0,top
genblk2[3].genblk1[2].L.NOT3.N2,NMOS,SOT523,75.0,-85.0,0.0,top
genblk2[3].genblk1[2].L.NOT3.P1,PMOS,SOT523,77.0,-83.0,180.0,top
genblk2[3].genblk1[2].L.NOT3.P2,PMOS,SOT523,75.0,-83.0,180.0,top
genblk2[3].genblk1[2].R1.N1,NMOS,SOT523,83.0,-85.0,0.0,top
genblk2[3].genblk1[2].R1.N2,NMOS,SOT523,85.0,-85.0,0.0,top
genblk2[3].genblk1[2].R1.P1,PMOS,SOT523,83.0,-83.0,180.0,top
genblk2[3].genblk1[2].R1.P2,PMOS,SOT523,85.0,-83.0,180.0,top
genblk2[3].genblk1[2].R2.N1,NMOS,SOT523,87.0,-85.0,0.0,top
genblk2[3].genblk1[2].R2.N2,NMOS,SOT523,89.0,-85.0,0.0,top
genblk2[3].genblk1[2].R2.P1,PMOS,SOT523,87.0,-83.0,180.0,top
genblk2[3].genblk1[2].R2.P2,PMOS,SOT523,89.0,-83.0,180.0,top
genblk2[3].genblk1[3].D.DECAP.C,0.1u,C_0402_1005Metric,81.55,-88.0,90.0,top
genblk2[3].genblk1[3].D.L,,LED_0402_1005Metric,80.65,-87.0,90.0,top
genblk2[3].genblk1[3].D.R,330,R_0402_1005Metric,80.65,-89.0,-90.0,top
genblk2[3].genblk1[3].L.NOT1.N1,NMOS,SOT523,71.0,-87.0,180.0,top
genblk2[3].genblk1[3].L.NOT1.N2,NMOS,SOT523,73.0,-87.0,180.0,top
genblk2[3].genblk1[3].L.NOT1.P1,PMOS,SOT523,71.0,-89.0,0.0,top
genblk2[3].genblk1[3].L.NOT1.P2,PMOS,SOT523,73.0,-89.0,0.0,top
genblk2[3].genblk1[3].L.NOT2.N1,NMOS,SOT523,79.0,-87.0,180.0,top
genblk2[3].genblk1[3].L.NOT2.P1,PMOS,SOT523,79.0,-89.0,0.0,top
genblk2[3].genblk1[3].L.NOT3.N1,NMOS,SOT523,77.0,-87.0,180.0,top
genblk2[3].genblk1[3].L.NOT3.N2,NMOS,SOT523,75.0,-87.0,180.0,top
genblk2[3].genblk1[3].L.NOT3.P1,PMOS,SOT523,77.0,-89.0,0.0,top
genblk2[3].genblk1[3].L.NOT3.P2,PMOS,SOT523,75.0,-89.0,0.0,top
genblk2[3].genblk1[3].R1.N1,NMOS,SOT523,83.0,-87.0,180.0,top
genblk2[3].genblk1[3].R1.N2,NMOS,SOT523,85.0,-87.0,180.0,top
genblk2[3].genblk1[3].R1.P1,PMOS,SOT523,83.0,-89.0,0.0,top
genblk2[3].genblk1[3].R1.P2,PMOS,SOT523,85.0,-89.0,0.0,top
genblk2[3].genblk1[3].R2.N1,NMOS,SOT523,87.0,-87.0,180.0,top
genblk2[3].genblk1[3].R2.N2,NMOS,SOT523,89.0,-87.0,180.0,top
genblk2[3].genblk1[3].R2.P1,PMOS,SOT523,87.0,-89.0,0.0,top
genblk2[3].genblk1[3].R2.P2,PMOS,SOT523,89.0,-89.0,0.0,top
